respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0355,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0356,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0357,18-25,Female,High school or equivalent,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",No,No,Yes,Yes,Yes,No,No,No,Yes
R0358,More than 35,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Neutral,Neutral,Disagree,Disagree,Agree,Disagree,No,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,Yes,Maybe,No,No
R0359,26-35,Male,Bachelor's degree,No,Unsure,No,Maybe,"Yes, definitely",No,Disagree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,Yes,No,Maybe
R0360,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Yes
R0361,More than 35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0362,18-25,Female,Bachelor's degree,No,Non-binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0363,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,No,No,No
R0364,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,Yes,No,Yes,Yes
R0365,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0366,26-35,Male,Master's degree,Yes,Non-binary,Yes,"No, not required","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,Yes,No,Yes
R0367,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",No,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,No,Unsure,Maybe,Yes,No,Yes,No,Maybe
R0368,18-25,Female,High school or equivalent,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0369,18-25,Female,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0370,18-25,Male,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Agree,Neutral,Disagree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0371,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Neutral,Disagree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,No
R0372,18-25,Male,Master's degree,No,Binary,Yes,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,No,Yes,No,No,No,Yes
R0373,18-25,Female,Bachelor's degree,No,Unsure,No,"No, not required","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0374,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",No,Yes,No,Yes,Yes,Yes,No,Maybe,No
R0375,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Maybe
R0376,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Maybe
R0377,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,Yes,Yes
R0378,18-25,Female,High school or equivalent,Yes,Non-binary,Yes,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
R0379,18-25,Female,High school or equivalent,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Maybe,Yes,No,Yes
R0380,18-25,Female,Master's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Yes,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Yes
R0381,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0382,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Disagree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,Yes,Maybe
R0383,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,Maybe,"No, not required",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,No,Maybe
R0384,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Maybe,No,No,No,No,Yes
R0385,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",No,Disagree,Neutral,Agree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",No,Yes,No,Yes,Yes,No,No,Maybe,Yes
R0386,18-25,Female,Master's degree,Yes,Binary,No,Maybe,"Yes, definitely",Yes,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Maybe
R0387,26-35,Male,Master's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Agree,Agree,Agree,Neutral,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,No,Maybe,Yes,No,No,Yes
R0388,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,Maybe,No,No,Yes
R0389,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,Yes,No,Maybe
R0390,18-25,Male,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maybe
R0391,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,No
R0392,Less than 18,Male,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Maybe,No,No,Yes
R0393,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
R0394,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0395,26-35,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0396,26-35,Female,Bachelor's degree,No,Binary,No,Maybe,"Yes, definitely",Yes,Agree,Agree,Disagree,Agree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maybe
R0397,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Maybe,Yes,No,No,Maybe
R0398,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,Maybe
R0399,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0400,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,No,No,"Yes, definitely",Yes,Unsure,No,Maybe,Yes,No,Yes,No,No
R0401,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,No,Yes,Yes,No,No,Maybe
R0402,18-25,Male,High school or equivalent,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,Yes,Yes,Yes
R0403,18-25,Male,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0404,18-25,Female,High school or equivalent,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0405,18-25,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0406,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Yes,No,"Yes, definitely",Yes,Yes,Unsure,No,Yes,Yes,Yes,No,Yes
R0407,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,No,Maybe,Yes,No,Yes,No,No
R0408,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0409,18-25,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0410,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,No,Disagree,Disagree,Agree,Agree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
R0411,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
R0412,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Neutral,Agree,Disagree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Maybe
R0413,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0414,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,Maybe,No,Yes
R0415,18-25,Male,High school or equivalent,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Neutral,Disagree,Agree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,Yes,No,Yes
R0416,18-25,Female,Bachelor's degree,Yes,Binary,Yes,Maybe,"No, not required",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
R0417,18-25,Female,Bachelor's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,Yes,No,Maybe
R0418,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",No,Yes,Yes,Yes,Maybe,Maybe,Yes,No,Yes
R0419,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0420,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0421,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Yes,No,Yes
R0422,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0423,18-25,Female,Bachelor's degree,No,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Maybe,No,No,No,Yes
R0424,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
R0425,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Neutral,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Maybe
R0426,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"No, the woman should manage both",Yes,No,No,Yes,Maybe,No,Yes,No,Yes
R0427,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Agree,Neutral,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0428,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,No,Yes,Yes
R0429,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,No
R0430,18-25,Male,High school or equivalent,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,No,Yes,No,Yes,Maybe
R0431,26-35,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0432,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Agree,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Yes
R0433,18-25,Female,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,No
R0434,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",No,Yes,No,Yes,Yes,Maybe,No,No,Yes
R0435,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Maybe
R0436,18-25,Male,Master's degree,Yes,Unsure,Yes,Maybe,"No, not required",Yes,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,No,Yes
R0437,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Agree,Neutral,Agree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0438,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0439,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,Maybe,"Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0440,More than 35,Male,High school or equivalent,No,Non-binary,No,"No, not required","No, not required",Yes,Neutral,Agree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,No
R0441,18-25,Female,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",No,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,Maybe,No,No,Yes
R0442,18-25,Female,Master's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Disagree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0443,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"No, not required","No, not required",Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,No,No,No,No,Maybe
R0444,18-25,Female,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
R0445,26-35,Male,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
R0446,18-25,Female,Master's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Yes,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Yes,Maybe
R0447,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,Unsure,Yes,Yes,No,Yes,No,Yes
R0448,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,No,Yes
R0449,18-25,Male,Master's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Maybe,Yes,Maybe,Yes,No,Yes
R0450,26-35,Female,Bachelor's degree,Yes,Unsure,Yes,Maybe,"No, not required",Yes,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,No,No,Yes,No,No,No,No,Yes
R0451,18-25,Male,Master's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,No,No,Yes
R0452,26-35,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Maybe,Yes
R0453,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,Maybe,Yes
R0454,18-25,Male,High school or equivalent,No,Non-binary,No,"No, not required","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Maybe,Maybe
R0455,18-25,Female,Bachelor's degree,Yes,Binary,No,Maybe,"Yes, definitely",Yes,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Maybe
R0456,26-35,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"No, the woman should manage both",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0457,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,No,No,Yes,Yes
R0458,26-35,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Disagree,Agree,Disagree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
R0459,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,Yes
R0460,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0461,18-25,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Disagree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0462,18-25,Male,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Agree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Maybe
R0463,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,Yes,"No, the woman should manage both",No,Unsure,Yes,Yes,Yes,No,No,No,Yes
R0464,18-25,Male,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,Yes,No,No,Yes
R0465,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
